threshold,min_component_size,fill_hole_area,postprocess,iou_background,iou_foreground,miou,kappa,accuracy,precision,recall
0.495,1024,512,remove_small_components(min_area=1024)+fill_small_holes(max_area=512),0.960872083337852,0.815455570267616,0.888163826802734,0.8783992179342022,0.9666399224649107,0.9120908131396298,0.8850134536208136
0.495,512,128,remove_small_components(min_area=512)+fill_small_holes(max_area=128),0.9608625710140182,0.8154547334876476,0.8881586522508329,0.8783936165502076,0.9666329807539001,0.9118994742343393,0.8851926890197755
0.495,1024,256,remove_small_components(min_area=1024)+fill_small_holes(max_area=256),0.9608687037178166,0.8153991615491047,0.8881339326334607,0.8783633821655498,0.9666356226962503,0.9122514525861883,0.8847958435939572
0.49,1536,0,remove_small_components(min_area=1536),0.9608615194108137,0.8153812196008307,0.8881213695058221,0.8783487084986242,0.9666298138165835,0.9121773688167895,0.8848444171001585
0.5,0,512,fill_small_holes(max_area=512),0.9608370940682177,0.8153781237489082,0.8881076089085629,0.8783337541497903,0.966611957999189,0.9116901847785354,0.8852996753730592
0.495,1024,128,remove_small_components(min_area=1024)+fill_small_holes(max_area=128),0.9608605964327717,0.8153281218125006,0.8880943591226361,0.8783161859177824,0.9666274084213952,0.912374863516802,0.8845961565077679
0.495,512,0,remove_small_components(min_area=512),0.9608478821083051,0.8153275392828531,0.8880877106955791,0.8783090174575043,0.9666181461527857,0.9121167458322497,0.8848382450410186
0.5,0,256,fill_small_holes(max_area=256),0.9608283815355343,0.8152961062933797,0.888062243914457,0.8782796043008673,0.9666029432567235,0.9118456786143346,0.8850564483046274
0.5,0,128,fill_small_holes(max_area=128),0.960824069113982,0.8152426372945342,0.8880333532042581,0.8782450345149294,0.9665980606039178,0.9119750224127146,0.8848716340832778
0.495,1024,0,remove_small_components(min_area=1024),0.9608459788644571,0.8152013924876595,0.8880236856760584,0.8782319038492854,0.9666126426884418,0.9125918332671376,0.884243186632456
0.495,1536,512,remove_small_components(min_area=1536)+fill_small_holes(max_area=512),0.9608287908987898,0.8151720861650511,0.8880004385319205,0.8782050037548846,0.9665991884448153,0.9123589317970421,0.8844274555553766
0.5,512,512,remove_small_components(min_area=512)+fill_small_holes(max_area=512),0.960817933652402,0.8151374648085826,0.8879776992304923,0.8781782938716538,0.9665901637214569,0.9122775581460635,0.884463175598612
0.495,1536,256,remove_small_components(min_area=1536)+fill_small_holes(max_area=256),0.9608254135057694,0.8151156095691156,0.8879705115374426,0.8781691223117316,0.9665948886761548,0.9125198382805914,0.8842098455285202
0.5,0,0,none,0.9608065570862799,0.8151008384449197,0.8879536977655997,0.878150095130944,0.9665806958464538,0.9121937637560333,0.8844988237343622
0.5,1024,512,remove_small_components(min_area=1024)+fill_small_holes(max_area=512),0.9608302141515923,0.815076048290162,0.8879531312208772,0.8781478352963543,0.9665970884649495,0.9127795941372842,0.8839195669956555
0.5,512,256,remove_small_components(min_area=512)+fill_small_holes(max_area=256),0.9608095283272745,0.8150565103209391,0.8879330193241068,0.8781249453385466,0.9665814084822067,0.912435089607241,0.884219876622695
0.495,1536,128,remove_small_components(min_area=1536)+fill_small_holes(max_area=128),0.9608173088371306,0.8150445081574734,0.8879309084973019,0.8781218807776191,0.9665866744012998,0.9126434643680842,0.884010158442331
0.5,1024,256,remove_small_components(min_area=1024)+fill_small_holes(max_area=256),0.9608218091353218,0.8149950393074685,0.8879084242213952,0.8780944570003014,0.9665883332256994,0.9129375344226901,0.8836762680197386
0.5,512,128,remove_small_components(min_area=512)+fill_small_holes(max_area=128),0.9608049340464853,0.8150018825361731,0.8879034082913292,0.8780895232392232,0.9665762842917929,0.9125634805494153,0.8840350624013456
0.5,1024,128,remove_small_components(min_area=1024)+fill_small_holes(max_area=128),0.9608172148990268,0.8149403733009793,0.887878794100003,0.8780590145066826,0.9665832090352855,0.9130662511028284,0.8834914537983891
0.495,1536,0,remove_small_components(min_area=1536),0.9608027789823205,0.8149184187390537,0.8878605988606871,0.8780380148417598,0.966571993505936,0.9128594636990139,0.8836593338069919
0.505,0,512,fill_small_holes(max_area=512),0.9607734829560354,0.8148990215954326,0.8878362522757339,0.8780105829836584,0.9665500555033462,0.9123381443499391,0.8841255519790836
0.5,512,0,remove_small_components(min_area=512),0.9607874886924614,0.8148603758481953,0.8878239322703283,0.877994785534018,0.9665589794196863,0.9127824305394888,0.8836632707418025
0.505,0,256,fill_small_holes(max_area=256),0.9607681870583534,0.8148314198925403,0.8877998034754468,0.8779669500944323,0.9665439971013571,0.912504840692073,0.8838895156591642
0.5,1024,0,remove_small_components(min_area=1024),0.9607998925360889,0.8147996649452337,0.8877997787406613,0.8779648279660022,0.9665660219377151,0.9132846643389494,0.8831217594404955
0.5,1536,512,remove_small_components(min_area=1536)+fill_small_holes(max_area=512),0.9607821981018837,0.8147640868044541,0.887773142453169,0.8779338525693935,0.9665519907984791,0.9130664129268173,0.8832841145573246
0.505,0,128,fill_small_holes(max_area=128),0.9607566129124824,0.8147438593923814,0.8877502361524319,0.877907901684394,0.9665327216866502,0.9126242207003764,0.8836745302555148
0.5,1536,256,remove_small_components(min_area=1536)+fill_small_holes(max_area=256),0.9607737964099973,0.814682995669376,0.8877283960396867,0.8778804149734264,0.9665432355592289,0.9132246453197798,0.8830408155814077
0.505,512,512,remove_small_components(min_area=512)+fill_small_holes(max_area=512),0.9607602981536743,0.8146837571588116,0.887722027656243,0.8778736174487196,0.9665334413090281,0.9129445281048557,0.8833037752622156
0.5,1536,128,remove_small_components(min_area=1536)+fill_small_holes(max_area=128),0.9607692044765865,0.8146282669117209,0.8876987356941537,0.8778449286952088,0.9665381113688151,0.9133535958353074,0.8828560013600582
0.505,512,256,remove_small_components(min_area=512)+fill_small_holes(max_area=256),0.9607550040351084,0.8146160636070395,0.887685533821074,0.8778299289022761,0.966527382907039,0.9131117995750064,0.8830676969962632
0.505,0,0,none,0.9607425339279,0.8146171186357213,0.8876798262818106,0.877823862034874,0.9665183462066091,0.9128517711027053,0.8833122723300411
0.505,1024,512,remove_small_components(min_area=1024)+fill_small_holes(max_area=512),0.9607658387844591,0.8145914873775059,0.8876786630809825,0.8778209299022957,0.9665344643505501,0.9134345172398368,0.8827372161869238
0.505,1024,256,remove_small_components(min_area=1024)+fill_small_holes(max_area=256),0.9607605449961651,0.8145237410364314,0.8876421430162983,0.8777772118554126,0.966528405948561,0.9136022070459142,0.8825011379209714
0.505,512,128,remove_small_components(min_area=512)+fill_small_holes(max_area=128),0.960743444001753,0.8145284605414352,0.8876359522715942,0.8777708568646767,0.966516117473225,0.9132316542943253,0.8828527115926138
0.5,1536,0,remove_small_components(min_area=1536),0.9607521808480526,0.8144891907278642,0.8876206857879584,0.8777518660464535,0.9665211947534422,0.9135712818579413,0.8824894349777674
0.505,1024,128,remove_small_components(min_area=1024)+fill_small_holes(max_area=128),0.9607489860090348,0.814436079101075,0.8875925325550549,0.8777181047690117,0.966517140514747,0.9137223871995779,0.882286152517322
0.505,512,0,remove_small_components(min_area=512),0.9607292890676449,0.8144014792030536,0.8875653841353492,0.8776866254192571,0.9665016811097373,0.9134587572077986,0.8824914663642222
0.51,0,512,fill_small_holes(max_area=512),0.9607098957694932,0.814418102857436,0.8875639993134645,0.8776862228181695,0.9664881130839318,0.9129931529013927,0.8829460115545621
0.505,1536,512,remove_small_components(min_area=1536)+fill_small_holes(max_area=512),0.9607323256534487,0.8143536737107792,0.8875429996821139,0.8776594175641257,0.9665023338601328,0.9137161741041443,0.8821952374869636
0.505,1024,0,remove_small_components(min_area=1024),0.9607351355863185,0.8143106883765692,0.8875229119814438,0.8776349984566878,0.9665029796239033,0.9139494578952296,0.8819274600046523
0.51,0,256,fill_small_holes(max_area=256),0.960701509512484,0.8143367600191961,0.88751913476584,0.877632624249986,0.9664793598408602,0.9131524258407616,0.8827015261051406
0.505,1536,256,remove_small_components(min_area=1536)+fill_small_holes(max_area=256),0.9607270339700469,0.8142858616872708,0.8875064478286588,0.8776156551531901,0.9664962754581438,0.913884145923857,0.8819591592210111
0.51,0,128,fill_small_holes(max_area=128),0.9606919181531272,0.8142560663203244,0.8874739922367259,0.8775787668145564,0.9664697512352672,0.9132843460814828,0.8824835086025351
0.505,1536,128,remove_small_components(min_area=1536)+fill_small_holes(max_area=128),0.960715477612565,0.8141981391290005,0.8874568083707828,0.8775565029390389,0.9664850100243297,0.9140045429766248,0.8817441738173617
0.51,512,512,remove_small_components(min_area=512)+fill_small_holes(max_area=512),0.9606978997694212,0.8142080542403188,0.88745297700487,0.8775530144258592,0.966472539896743,0.9136027505561536,0.8821300653362795
0.51,1024,512,remove_small_components(min_area=1024)+fill_small_holes(max_area=512),0.960704813685622,0.8141262514917952,0.8874155325887085,0.8775073821718695,0.9664749093607169,0.9140786237575877,0.8815909449588529
0.51,512,256,remove_small_components(min_area=512)+fill_small_holes(max_area=256),0.9606894862443094,0.8141264750765731,0.8874079806604412,0.8774992556844221,0.9664637607033498,0.9137625442496029,0.8818854180950165
0.51,0,0,none,0.9606762153498258,0.814122906689887,0.8873995610198564,0.8774899535882834,0.9664539864149349,0.9135045753471133,0.8821216461682296
0.505,1536,0,remove_small_components(min_area=1536),0.9607015803428338,0.814072891740216,0.8873872360415249,0.8774734449193285,0.9664708201888966,0.9142299694535546,0.8813876624984075
0.51,1024,256,remove_small_components(min_area=1024)+fill_small_holes(max_area=256),0.9606964007158014,0.8140446161314855,0.8873705084236434,0.8774535915041601,0.9664661301673239,0.9142388140488137,0.8813462977175899
0.51,512,128,remove_small_components(min_area=512)+fill_small_holes(max_area=128),0.9606798937372423,0.8140456757089706,0.8873627847231065,0.8774453299293734,0.966454149103489,0.9138949331134855,0.881667358646378
0.51,1024,128,remove_small_components(min_area=1024)+fill_small_holes(max_area=128),0.9606868089239425,0.8139637633360965,0.8873252861300196,0.8773996348166594,0.9664565185674631,0.9143715400260847,0.8811282382689515
0.515,0,512,fill_small_holes(max_area=512),0.9606459385894981,0.8139355831475676,0.8872907608685329,0.8773605909765834,0.9664258512759446,0.9136462646272506,0.8817697129591616
0.51,512,0,remove_small_components(min_area=512),0.9606642691243321,0.8139129096984229,0.8872885894113776,0.8773567899994779,0.9664384561455854,0.9141152711801663,0.8813067186393196
0.51,1536,512,remove_small_components(min_area=1536)+fill_small_holes(max_area=512),0.96066323579344,0.813855753159479,0.8872594944764596,0.8773217429471024,0.9664358451440034,0.914327264064552,0.8810427762228816
0.51,1024,0,remove_small_components(min_area=1024),0.9606713259939101,0.8138318456581403,0.8872515858260253,0.8773116848198499,0.966440958355435,0.9145915081241888,0.8807695577408626
0.515,0,256,fill_small_holes(max_area=256),0.9606368709670308,0.8138492356136559,0.8872430532903433,0.8773035891103028,0.966416440292031,0.9138118629935753,0.8815142196722257
0.51,1536,256,remove_small_components(min_area=1536)+fill_small_holes(max_area=256),0.9606548257093794,0.8137740461752402,0.8872144359423098,0.8772679005454754,0.9664270659506102,0.9144877103939631,0.8807981289816186
0.515,0,128,fill_small_holes(max_area=128),0.9606304637475802,0.8137840303540665,0.8872072470508234,0.8772607800265425,0.9664096542829497,0.9139459612334784,0.8813129925673967
0.515,512,512,remove_small_components(min_area=512)+fill_small_holes(max_area=512),0.9606359093010683,0.8137330316848524,0.8871844704929603,0.8772329393645288,0.9664119598692091,0.9142658101872007,0.8809560078574987
0.51,1536,128,remove_small_components(min_area=1536)+fill_small_holes(max_area=128),0.9606452367133892,0.8136931298563149,0.8871691832848521,0.8772138964358545,0.9664174543507494,0.9146206530034958,0.8805800695329801
0.515,512,256,remove_small_components(min_area=512)+fill_small_holes(max_area=256),0.9606274096272645,0.8136493547209399,0.8871383821741021,0.8771778531013801,0.9664030509242083,0.9144323270068706,0.8807034208314198
0.515,0,0,none,0.9606120251404129,0.8136376866321532,0.887124855886283,0.8771625065730791,0.9663914700941787,0.9141635457184123,0.8809392054751414
0.515,1024,512,remove_small_components(min_area=1024)+fill_small_holes(max_area=512),0.9606317824776794,0.8136024419364897,0.8871171122070846,0.8771519048460447,0.9664047107466973,0.9147138590512915,0.8803875012878181
0.515,512,128,remove_small_components(min_area=512)+fill_small_holes(max_area=128),0.9606210015462928,0.8135840647404401,0.8871025331433664,0.8771349908548266,0.9663962629189484,0.9145668719650807,0.88050218174201
0.51,1536,0,remove_small_components(min_area=1536),0.9606297975718664,0.8135616725074806,0.8870957350396735,0.8771262306581139,0.9664019410489181,0.9148394802711974,0.8802234383682174
0.515,1024,256,remove_small_components(min_area=1024)+fill_small_holes(max_area=256),0.9606232839504272,0.8135187003359341,0.8870709921431806,0.8770967792424381,0.9663958018016965,0.9148807755111783,0.8801349142617393
0.515,1024,128,remove_small_components(min_area=1024)+fill_small_holes(max_area=128),0.960616876742491,0.8134533592848605,0.8870351180136757,0.8770538860369176,0.9663890137964365,0.9150156421409501,0.8799336751723295
0.515,512,0,remove_small_components(min_area=512),0.9606026737506022,0.8134382732022039,0.887020473476403,0.8770371035739538,0.9663781795371957,0.9147845679248942,0.8801298148225859
0.52,0,512,fill_small_holes(max_area=512),0.9605807146838123,0.8134452129071962,0.8870129637955042,0.8770294290634345,0.9663624137187741,0.9143044993904165,0.880582790032834
0.515,1536,512,remove_small_components(min_area=1536)+fill_small_holes(max_area=512),0.96059286132647,0.8133391284229464,0.8869659948747082,0.8769719643777317,0.9663678133818319,0.9149872096177543,0.8798262993201681
0.52,0,256,fill_small_holes(max_area=256),0.9605691213401379,0.8133452216790191,0.8869571715095785,0.8769628101065347,0.966350721102744,0.9144736932611338,0.8803087685838978
0.515,1024,0,remove_small_components(min_area=1024),0.9605989903496028,0.8133098503667345,0.8869544203581687,0.8769576112678925,0.9663713276542213,0.9152331922259699,0.8795647358430296
0.52,0,128,fill_small_holes(max_area=128),0.960563263318081,0.8132844484110546,0.8869238558645678,0.8769229603267196,0.9663444800504148,0.914600959170863,0.8801196938440548
0.515,1536,256,remove_small_components(min_area=1536)+fill_small_holes(max_area=256),0.9605843656485213,0.8132553120489857,0.8869198388487536,0.8769167855612294,0.966358904436831,0.9151544109958217,0.8795737122940892
0.52,512,512,remove_small_components(min_area=512)+fill_small_holes(max_area=512),0.9605716076443362,0.8132395110184589,0.8869055593313976,0.8769003476616741,0.9663490982095587,0.9149560107432924,0.8797385721883169
0.515,1536,128,remove_small_components(min_area=1536)+fill_small_holes(max_area=128),0.9605778098223238,0.8131893300939632,0.8868835699581434,0.8768734177296291,0.9663519876780527,0.915288770689053,0.8793724732046794
0.52,512,256,remove_small_components(min_area=512)+fill_small_holes(max_area=256),0.9605600288066035,0.8131394461017045,0.886849737454154,0.8768336882075488,0.9663374155744217,0.9151259153924732,0.8794644968087668
0.52,1024,512,remove_small_components(min_area=1024)+fill_small_holes(max_area=512),0.9605713346340936,0.8131249138932476,0.8868481242636705,0.8768310372480816,0.9663451807090963,0.915418406188877,0.8791775380047987
0.52,0,0,none,0.9605434703494106,0.8131312392274325,0.8868373547884215,0.8768197771056494,0.966325087175514,0.9148184252825882,0.8797390695484223
0.52,512,128,remove_small_components(min_area=512)+fill_small_holes(max_area=128),0.9605541721312769,0.8130785999929981,0.8868163860621375,0.8767937938908577,0.9663311745220925,0.9152536308779117,0.8792754160766333
0.515,1536,0,remove_small_components(min_area=1536),0.9605603968498665,0.8130483861703491,0.8868043915101078,0.8767789290980086,0.9663347297161428,0.9155054473276579,0.8790078183630349
0.52,1024,256,remove_small_components(min_area=1024)+fill_small_holes(max_area=256),0.9605597570785328,0.813024777603047,0.88679226734079,0.8767643345488249,0.9663334980739592,0.915588735533119,0.8789034626252487
0.52,1024,128,remove_small_components(min_area=1024)+fill_small_holes(max_area=128),0.960553901054356,0.8129638851517528,0.8867588931030543,0.8767244128019949,0.96632725702163,0.915716761547065,0.8787143818931152
0.52,512,0,remove_small_components(min_area=512),0.9605341883265774,0.8129247148666285,0.886729451596603,0.8766900915709015,0.9663116229509946,0.9154699954142587,0.8788959423007628
0.525,0,512,fill_small_holes(max_area=512),0.9605054651693787,0.8129104481551532,0.886707956662266,0.8766659290655111,0.9662902328994248,0.9149365418607726,0.8793714904690494
0.52,1536,512,remove_small_components(min_area=1536)+fill_small_holes(max_area=512),0.9605265099217869,0.8128380213712845,0.8866822656465356,0.876633604554223,0.9663032170429958,0.9156657180947994,0.8786143286198556
0.52,1024,0,remove_small_components(min_area=1024),0.9605338622654377,0.8128101347816595,0.8866719985235486,0.8766207593417153,0.9663076715154962,0.9159315242945992,0.8783371732030261
0.525,0,256,fill_small_holes(max_area=256),0.9604962184901492,0.8128214148783803,0.8866588166842648,0.8766071723334979,0.9662806063282247,0.915109184846842,0.8791079195746179
0.52,1536,256,remove_small_components(min_area=1536)+fill_small_holes(max_area=256),0.9605149360353755,0.8127378021019978,0.8866263690686866,0.876566839744078,0.9662915344078586,0.9158363260115584,0.8783402532403056
0.525,0,128,fill_small_holes(max_area=128),0.9604890549822478,0.812753449215601,0.8866212520989244,0.8765622605446982,0.9662731815419978,0.915238824739741,0.8789088317174713
0.525,512,512,remove_small_components(min_area=512)+fill_small_holes(max_area=512),0.9604949041922616,0.8126960988892986,0.88659550154078,0.8765308070226515,0.9662755839429183,0.9155933356740337,0.8785151382364175
0.52,1536,128,remove_small_components(min_area=1536)+fill_small_holes(max_area=128),0.9605087584706876,0.8126756034892891,0.8865921809799884,0.8765259472804544,0.9662850168847963,0.9159629709446075,0.8781511725081721
0.525,512,256,remove_small_components(min_area=512)+fill_small_holes(max_area=256),0.9604856618326493,0.8126069421104756,0.8865463019715625,0.8764719751700296,0.9662659583698076,0.9157667177973986,0.8782514295193062
0.525,1024,512,remove_small_components(min_area=1024)+fill_small_holes(max_area=512),0.9604932113763791,0.8125829997150746,0.8865381055457269,0.8764616173875428,0.966270685320684,0.916020362311718,0.8779903154639498
0.525,0,0,none,0.9604686464853422,0.8125957784281738,0.8865322124567581,0.8764560116082786,0.9662531958020588,0.9154614961268327,0.8785192908936834
0.525,512,128,remove_small_components(min_area=512)+fill_small_holes(max_area=128),0.9604785127915002,0.8125389470068511,0.8865087298991756,0.8764270511396303,0.9662585445625629,0.9158968829375098,0.8780523416621596
0.52,1536,0,remove_small_components(min_area=1536),0.9604892546446437,0.812524523920603,0.8865068892826233,0.8764241734796383,0.9662659074672537,0.9161776506804428,0.8777776191152434
0.525,1024,256,remove_small_components(min_area=1024)+fill_small_holes(max_area=256),0.9604839700501213,0.812493780491125,0.8864888752706231,0.8764027478893224,0.9662610597475731,0.9161941384107861,0.8777266067468384
0.525,1024,128,remove_small_components(min_area=1024)+fill_small_holes(max_area=128),0.9604768218065933,0.8124257380064384,0.8864512799065158,0.8763577952423565,0.9662536459403285,0.9163246000681912,0.8775275188896918
0.525,512,0,remove_small_components(min_area=512),0.960457792453748,0.812380088506396,0.886418940480072,0.8763199071317019,0.9662382953270513,0.9161180339110335,0.8776637655971306
0.53,0,512,fill_small_holes(max_area=512),0.960429817313879,0.812377126119331,0.8864034717166049,0.8763029415475477,0.9662178075481995,0.9155532512688371,0.878179294327146
0.525,1536,512,remove_small_components(min_area=1536)+fill_small_holes(max_area=512),0.9604480403604548,0.8122932512603629,0.8863706458104088,0.8762621887996305,0.9662283743195107,0.9162714046298066,0.8774217250022032
0.525,1024,0,remove_small_components(min_area=1024),0.9604562737331482,0.8122680064202401,0.8863621400766941,0.8762514217819685,0.9662335603914605,0.9165447745035682,0.877141753208873
0.53,0,256,fill_small_holes(max_area=256),0.9604163215416903,0.8122692228931455,0.886342772217418,0.8762304650094245,0.9662044730752878,0.9157151476498819,0.8779043500654841
0.525,1536,256,remove_small_components(min_area=1536)+fill_small_holes(max_area=256),0.9604388023827141,0.8122039508028688,0.8863213765927914,0.8762032600143734,0.9662187487463999,0.9164454642511053,0.8771580162850919
0.53,0,128,fill_small_holes(max_area=128),0.960411259037974,0.8122096635903543,0.8863104613141641,0.8761917531875583,0.9661988528344969,0.9158536835474744,0.8777075033249572
0.53,512,512,remove_small_components(min_area=512)+fill_small_holes(max_area=512),0.9604178592548231,0.8121604152287877,0.8862891372418054,0.8761655992034665,0.966202069676278,0.9161907601919276,0.8773406732818877
0.525,1536,128,remove_small_components(min_area=1536)+fill_small_holes(max_area=128),0.9604314650000906,0.8121351078879911,0.8862832864440409,0.876157712087786,0.9662111712525117,0.9165751977889742,0.8769589284279453
0.53,512,256,remove_small_components(min_area=512)+fill_small_holes(max_area=256),0.9604044018133178,0.8120525243322791,0.8862284630727985,0.8760931449268524,0.9661887651460449,0.916353456262966,0.8770656750896119
0.53,0,0,none,0.9603892509214119,0.812043804709421,0.8862165278154164,0.8760796496888799,0.9661774358345163,0.9160764226827737,0.8773094354718917
0.53,1024,512,remove_small_components(min_area=1024)+fill_small_holes(max_area=512),0.9604038575542726,0.8119890885085654,0.886196473031419,0.8760545474808442,0.9661863158349278,0.9166013226568522,0.8767647662335297
0.53,512,128,remove_small_components(min_area=512)+fill_small_holes(max_area=128),0.9603993822438097,0.8119930322539088,0.8861962072488593,0.8760544958106451,0.9661831798383792,0.9164927458956487,0.8768687324724381
0.525,1536,0,remove_small_components(min_area=1536),0.9604113157138785,0.8119794434993722,0.8861953796066253,0.8760527799594074,0.9661914430196095,0.9167949452676367,0.8765764405299901
0.53,1024,256,remove_small_components(min_area=1024)+fill_small_holes(max_area=256),0.9603904023753109,0.8118811185442025,0.8861357604597567,0.875982040749204,0.9661730113046947,0.9167644005212993,0.876489768041254
0.53,1024,128,remove_small_components(min_area=1024)+fill_small_holes(max_area=128),0.9603853839072999,0.8118215739889266,0.8861034789481133,0.8759433586839667,0.9661674259970289,0.9169039991877592,0.8762928254240803
0.53,512,0,remove_small_components(min_area=512),0.9603770886674086,0.8118261375889385,0.8861016131281736,0.8759416012805317,0.966161523296969,0.9167138504000314,0.8764718930389103
0.535,0,512,fill_small_holes(max_area=512),0.9603511671611301,0.8118256727530123,0.8860884199570712,0.8759272286819959,0.9661426045144809,0.9161807250642647,0.8769592520116284
0.53,1536,512,remove_small_components(min_area=1536)+fill_small_holes(max_area=512),0.9603702351694708,0.8117519347728362,0.8860610849711535,0.8758930673741715,0.966154125459153,0.9168753487287261,0.8762378521517029
0.535,0,256,fill_small_holes(max_area=256),0.9603380757208436,0.8117209856329827,0.8860295306769131,0.8758568862764295,0.9661296692772849,0.9163376188621608,0.8766934340082867
0.53,1024,0,remove_small_components(min_area=1024),0.9603632696942441,0.8116558453181428,0.8860095575061935,0.875831255769486,0.966145939130798,0.9171240266963188,0.8758989461820232
0.53,1536,256,remove_small_components(min_area=1536)+fill_small_holes(max_area=256),0.9603567831762461,0.8116438885534067,0.8860003358648264,0.8758205042977758,0.96614082092892,0.9170387083788499,0.8759628539594272
0.535,0,128,fill_small_holes(max_area=128),0.9603306641044558,0.811651356251863,0.8859910101781594,0.8758108022169151,0.9661220109381643,0.9164686858455847,0.8764922967878142
0.53,1536,128,remove_small_components(min_area=1536)+fill_small_holes(max_area=128),0.9603516411460172,0.8115840621619845,0.8859678516540008,0.8757815793015514,0.9661351368104145,0.91717687220194,0.8757671637309528
0.535,512,512,remove_small_components(min_area=512)+fill_small_holes(max_area=512),0.9603339183230987,0.8115854943045614,0.88595970631383,0.8757727953173791,0.966122254471951,0.9168046034610549,0.8761085145551266
0.535,512,256,remove_small_components(min_area=512)+fill_small_holes(max_area=256),0.960320831302889,0.8114806949666008,0.8859007631347449,0.875702380023306,0.9661093202328445,0.9169620798762923,0.8758426725826233
0.535,0,0,none,0.9603065999107532,0.8114757372619209,0.8858911685863371,0.8756916390822935,0.9660987784137656,0.9166884110246453,0.8760867146025532
0.53,1536,0,remove_small_components(min_area=1536),0.9603297638382079,0.8114196882532471,0.8858747260457275,0.8756704043202774,0.9661138665295596,0.9173961035006719,0.8753760649116539
0.535,1024,512,remove_small_components(min_area=1024)+fill_small_holes(max_area=512),0.9603194426156915,0.8114115930541079,0.8858655178348998,0.8756598916330994,0.966106074446474,0.91721561340871,0.8755310375266768
0.535,512,128,remove_small_components(min_area=512)+fill_small_holes(max_area=128),0.9603130287784183,0.8114089802442046,0.8858610045113114,0.8756548197604318,0.9661013105662938,0.917093659593956,0.8756391444382703
0.535,1024,256,remove_small_components(min_area=1024)+fill_small_holes(max_area=256),0.9603063578194677,0.8113067167209742,0.885806537270221,0.8755894250892885,0.9660931402073675,0.9173734600070763,0.8752651955541735
0.535,1536,512,remove_small_components(min_area=1536)+fill_small_holes(max_area=512),0.9603016843283624,0.8112406745796499,0.8857711794540062,0.8755469934309085,0.9660875978175413,0.9175466649971139,0.8750307471912172
0.535,1024,128,remove_small_components(min_area=1024)+fill_small_holes(max_area=128),0.960298556747907,0.81123494499332,0.8857667508706135,0.8755418277913231,0.9660851305408168,0.9175053404975585,0.8750616674098205
0.535,512,0,remove_small_components(min_area=512),0.9602893475354989,0.8112355310349694,0.8857624392852341,0.8755371611313217,0.9660784293693251,0.9173124061950901,0.8752379186481498
0.54,0,512,fill_small_holes(max_area=512),0.9602680542075472,0.8112539035920355,0.8857609788997913,0.8755366586481985,0.9660634869745675,0.9167975786424928,0.8757285254422794
0.535,1536,256,remove_small_components(min_area=1536)+fill_small_holes(max_area=256),0.960288601728883,0.8111357305568556,0.8857121661428693,0.8754764804289203,0.9660746635784346,0.9177048166026842,0.8747649052187139
0.54,0,256,fill_small_holes(max_area=256),0.9602563154058755,0.8111576491311826,0.8857069822685291,0.8754721185379833,0.9660518113260553,0.916947768508103,0.8754794079523578
0.535,1536,128,remove_small_components(min_area=1536)+fill_small_holes(max_area=128),0.9602805696370823,0.8110630113206905,0.8856717904788864,0.875428180760645,0.9660664552921153,0.9178357964128616,0.8745613770743609
0.535,1024,0,remove_small_components(min_area=1024),0.9602750699884686,0.8110627235013306,0.8856688967448996,0.8754250056829703,0.9660624319941882,0.9177230572247055,0.8746634257803327
0.54,0,128,fill_small_holes(max_area=128),0.9602469450857685,0.8110785481783813,0.8856627466320749,0.8754192279183687,0.9660424183077491,0.9170768879172543,0.8752696178645086
0.54,512,512,remove_small_components(min_area=512)+fill_small_holes(max_area=512),0.9602467222774472,0.8109985669974,0.8856226446374236,0.8753707907149285,0.9660396725641128,0.9173986073697581,0.8748836843995579
0.535,1536,0,remove_small_components(min_area=1536),0.9602571721087977,0.8108915352957407,0.8855743537022691,0.8753118453503094,0.9660438465735227,0.9180522449249092,0.8741656641914333
0.54,512,256,remove_small_components(min_area=512)+fill_small_holes(max_area=256),0.9602349809687589,0.8109021458231409,0.8855685633959499,0.8753061406939475,0.9660279909270649,0.9175494495131765,0.8746343691640521
0.54,0,0,none,0.9602218377593907,0.8108976523505734,0.8855597450549821,0.8752962570583211,0.9660182535679537,0.9172961441707612,0.8748594276079094
0.54,1024,512,remove_small_components(min_area=1024)+fill_small_holes(max_area=512),0.96023066812946,0.8108185657357734,0.8855246169326167,0.875253298883619,0.9660221461161839,0.9178015444789088,0.8743082447498532
0.54,512,128,remove_small_components(min_area=512)+fill_small_holes(max_area=128),0.9602256566615156,0.81082311532231,0.8855243859919129,0.8752533115420974,0.9660186348380623,0.9176792634458759,0.8744245311378795
0.54,1536,512,remove_small_components(min_area=1536)+fill_small_holes(max_area=512),0.9602329461715748,0.8107315163083093,0.8854822312399421,0.8752019629354717,0.9660210023058577,0.9182045411787896,0.8738417209709498
0.54,1024,256,remove_small_components(min_area=1024)+fill_small_holes(max_area=256),0.9602189289181559,0.8107220725924503,0.8854705007553031,0.875188600754865,0.966010464479136,0.9179527335997867,0.8740589295143476
0.54,1536,256,remove_small_components(min_area=1536)+fill_small_holes(max_area=256),0.9602212079170951,0.8106349675341622,0.8854280877256286,0.8751372313809553,0.9660093206688098,0.9183560590344229,0.873592405735444
0.54,1024,128,remove_small_components(min_area=1024)+fill_small_holes(max_area=128),0.9602096063134574,0.8106429819484844,0.885426294130971,0.8751357316383672,0.9660011083901334,0.918082844160234,0.8738490914881749
